RowNumber,Geography,Gender,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited,CreditScoreBin,NumOfProducts,Age
2990,Spain,Female,1,0.0,True,False,182784.11,True,Good,1,45
2991,Germany,Male,2,125860.2,False,False,129690.5,False,Poor,1,19
2992,France,Male,8,172713.44,True,False,113860.81,False,Fair,1,49
2993,France,Female,5,0.0,False,True,184524.74,False,Exceptional,2,51
2994,Spain,Female,8,0.0,True,True,36124.98,False,Very Good,1,59
2995,France,Female,3,130786.92,False,True,121316.07,False,Fair,1,39
2996,France,Female,2,112367.34,True,False,185630.76,False,Poor,1,29
2997,Spain,Female,7,91091.06,True,False,71133.12,False,Good,2,45
2998,France,Female,7,106198.5,False,True,32020.42,False,Fair,1,26
2999,France,Male,5,142669.93,True,False,162760.96,False,Very Good,2,47
3000,France,Male,1,112833.35,False,True,175178.56,False,Poor,1,33
3001,France,Female,5,0.0,False,True,177099.71,False,Poor,2,40
3002,Spain,Female,4,0.0,True,True,66406.37,False,Good,2,43
3003,Germany,Female,2,104336.43,False,False,59559.81,False,Very Good,2,32
3004,France,Male,6,104305.74,False,True,175750.21,False,Fair,1,55
3005,Germany,Male,5,140187.1,True,True,174311.3,False,Fair,2,47
3006,France,Male,4,0.0,True,False,171716.81,False,Good,2,39
3007,France,Female,1,114959.12,True,False,189362.39,True,Very Good,1,45
3008,France,Male,5,164704.38,False,True,180716.1,True,Fair,1,33
3009,France,Male,10,119096.55,False,True,116977.89,False,Very Good,1,62
3010,France,Male,1,0.0,True,True,185105.44,False,Poor,2,31
3011,France,Male,2,0.0,True,False,35046.97,True,Fair,1,47
3012,Spain,Male,8,0.0,True,False,36251.0,False,Poor,1,30
3013,France,Female,9,115465.28,True,False,103174.5,False,Exceptional,1,41
3014,France,Female,4,0.0,True,False,122642.09,False,Poor,2,27
3015,Spain,Male,3,184926.61,True,False,122937.57,False,Fair,1,43
3016,Germany,Male,8,85957.88,True,False,8757.39,False,Good,2,43
3017,France,Male,10,114084.6,False,True,125782.29,False,Very Good,1,32
3018,Spain,Female,2,166930.76,True,False,122487.73,False,Fair,2,29
3019,France,Female,8,0.0,True,False,20066.38,False,Fair,1,27
3020,France,Male,7,0.0,True,True,55473.15,False,Poor,2,29
3021,France,Female,6,107193.82,False,False,38962.94,False,Poor,2,38
3022,France,Male,3,116275.12,True,True,63795.8,False,Good,1,36
3023,Spain,Female,7,0.0,True,True,163060.43,False,Fair,2,27
3024,France,Male,2,91068.56,True,False,26578.69,False,Fair,1,39
3025,Germany,Male,5,123049.21,False,True,5066.76,False,Fair,1,41
3026,France,Female,6,0.0,True,True,140497.67,False,Very Good,2,39
3027,France,Male,7,0.0,False,False,146156.98,False,Fair,2,40
3028,France,Female,3,137781.65,False,False,199316.19,False,Very Good,1,42
3029,Germany,Female,2,108128.96,True,True,103944.37,False,Good,2,48
3030,Spain,Male,10,105317.73,True,False,138021.36,False,Fair,2,39
3031,France,Male,1,80569.73,False,False,68621.98,False,Good,1,20
3032,France,Female,4,174852.89,True,True,28149.06,False,Good,1,22
3033,Spain,Female,3,89158.94,True,False,135169.76,True,Poor,3,45
3034,France,Female,10,0.0,True,True,116537.96,False,Very Good,2,85
3035,France,Male,2,89800.14,True,True,105922.69,False,Very Good,1,36
3036,Germany,Male,9,101207.75,False,False,88211.12,True,Exceptional,1,45
3037,France,Male,1,106086.42,True,False,26900.63,False,Fair,2,43
3038,France,Male,1,0.0,True,True,3494.02,False,Good,2,21
3039,France,Male,9,0.0,True,False,113163.17,False,Very Good,2,47
3040,Spain,Female,8,101440.36,True,True,19324.5,False,Exceptional,2,26
3041,France,Male,4,0.0,True,False,189678.7,False,Good,2,38
3042,France,Male,7,106603.74,True,True,26387.71,False,Good,2,34
3043,Germany,Female,10,130420.2,False,False,106276.55,False,Exceptional,2,29
3044,France,Female,1,0.0,True,False,45015.38,False,Fair,1,38
3045,Spain,Male,2,45022.23,True,True,173495.77,False,Fair,1,29
3046,Germany,Male,1,74298.43,True,True,52581.96,False,Fair,1,27
3047,Germany,Female,3,133003.03,False,True,146339.27,True,Fair,1,31
3048,Spain,Male,7,0.0,True,True,182609.97,False,Very Good,2,48
3049,Spain,Female,1,136689.66,True,False,197890.65,False,Very Good,1,37
3050,France,Male,4,0.0,True,True,6225.63,False,Fair,2,32
3051,France,Female,5,0.0,True,True,123977.86,True,Very Good,2,44
3052,France,Male,1,102520.37,True,True,170195.4,False,Very Good,1,53
3053,France,Male,2,0.0,True,True,114190.3,False,Fair,2,35
3054,France,Female,5,0.0,True,False,27022.57,False,Fair,2,34
3055,Spain,Male,1,88382.01,False,True,59457.0,False,Poor,1,67
3056,France,Male,4,115049.15,True,False,165038.41,False,Exceptional,2,44
3057,France,Male,1,104796.54,True,True,154181.41,False,Good,1,58
3058,France,Male,1,123082.08,True,False,134960.98,False,Good,1,33
3059,Spain,Female,8,0.0,True,True,65708.5,False,Good,2,58
3060,France,Female,8,0.0,False,False,117374.22,False,Fair,2,33
3061,France,Female,7,0.0,True,True,77703.19,False,Poor,2,43
3062,Germany,Male,3,88311.48,True,True,177651.38,False,Fair,2,33
3063,France,Female,9,0.0,True,True,60954.45,False,Fair,3,40
3064,France,Male,7,71872.19,True,True,151924.9,False,Fair,1,32
3065,Spain,Male,6,110046.93,True,False,26318.73,False,Poor,2,35
3066,France,Male,8,104430.08,True,True,147557.71,False,Poor,1,42
3067,France,Female,5,0.0,True,False,125918.17,False,Poor,2,28
3068,Germany,Male,10,138653.51,True,False,190803.37,False,Exceptional,1,31
3069,France,Female,7,102575.04,True,True,11043.54,False,Fair,1,31
3070,France,Male,7,137780.74,True,True,119100.05,True,Fair,2,43
3071,Spain,Male,2,0.0,True,False,140579.17,False,Good,2,32
3072,France,Male,7,0.0,False,True,37731.95,False,Very Good,2,32
3073,France,Female,8,105209.54,True,False,1852.58,False,Very Good,1,30
3074,Germany,Female,0,109570.21,True,True,172049.84,False,Poor,2,32
3075,Germany,Female,6,118715.86,True,False,133591.11,True,Fair,1,44
3076,France,Male,10,0.0,True,True,192751.18,False,Poor,2,35
3077,Germany,Female,2,153393.18,True,True,193828.27,False,Good,2,43
3078,Germany,Male,6,132603.36,True,False,55775.72,False,Fair,1,33
3079,Spain,Female,6,0.0,True,True,102280.29,False,Poor,2,36
3080,Germany,Female,1,129398.01,False,False,44965.44,False,Very Good,2,34
3081,Spain,Male,3,0.0,True,False,170661.02,False,Poor,2,28
3082,France,Male,2,151352.74,False,False,197145.89,False,Good,1,29
3083,France,Female,5,136836.49,True,False,192359.9,True,Poor,1,44
3084,France,Male,4,91592.06,True,False,141210.18,True,Poor,1,40
3085,France,Female,8,0.0,True,False,100557.03,False,Very Good,2,30
3086,France,Female,3,0.0,True,False,130805.54,True,Good,1,54
3087,France,Female,8,0.0,True,True,92606.98,False,Good,2,22
3088,France,Male,2,165536.28,True,True,123956.83,False,Poor,2,36
3089,Germany,Male,5,62482.95,True,True,102758.43,False,Poor,1,25
3090,France,Male,8,68155.59,True,False,94876.65,False,Very Good,1,40
3091,Spain,Female,3,55853.33,False,True,94811.85,True,Good,2,43
3092,France,Male,2,0.0,False,True,67840.81,False,Fair,2,37
3093,France,Female,2,79589.43,False,False,4050.57,False,Fair,1,31
3094,Spain,Male,5,100880.76,False,True,134665.25,False,Fair,1,41
3095,Germany,Female,3,174330.35,False,False,181647.13,False,Poor,2,25
3096,France,Male,7,143390.51,True,False,33282.84,False,Very Good,1,19
3097,Germany,Male,8,91415.76,False,False,27965.0,True,Fair,1,59
3098,Germany,Male,3,134366.42,True,False,68343.53,False,Poor,1,30
3099,France,Female,3,0.0,True,True,198161.07,False,Poor,2,24
3100,Spain,Male,8,88786.81,True,True,196858.4,False,Good,1,60
3101,Germany,Male,3,96814.46,True,True,120511.03,False,Exceptional,2,35
3102,Germany,Male,9,160680.41,True,False,30886.35,False,Very Good,1,32
3103,France,Female,3,0.0,True,False,2743.69,False,Fair,2,29
3104,France,Female,10,0.0,True,False,167778.62,False,Fair,2,47
3105,Germany,Male,5,145537.21,True,False,132404.64,False,Poor,1,31
3106,France,Female,4,0.0,True,True,144423.17,True,Good,2,28
3107,France,Female,6,0.0,True,True,181204.5,False,Poor,2,45
3108,Spain,Female,2,119370.11,True,True,182726.22,True,Fair,1,30
3109,Spain,Female,1,0.0,True,True,120880.72,False,Poor,2,28
3110,Germany,Female,10,134381.52,False,False,26812.89,True,Exceptional,1,47
3111,Germany,Female,8,114888.74,True,True,66732.63,True,Poor,2,74
3112,Germany,Male,1,149332.48,True,False,100834.22,False,Fair,2,42
3113,France,Female,7,105061.74,True,False,107815.31,True,Good,3,40
3114,France,Male,7,0.0,True,True,34665.79,False,Fair,2,32
3115,France,Female,10,0.0,True,True,147093.84,True,Fair,1,40
3116,France,Male,4,0.0,True,True,36942.35,False,Poor,1,21
3117,France,Female,7,155062.8,True,True,16460.77,False,Very Good,1,39
3118,Spain,Male,3,88798.34,False,False,45610.63,False,Good,1,43
3119,France,Male,6,0.0,True,False,184954.11,False,Poor,2,33
3120,Germany,Female,5,143139.87,False,False,47795.43,True,Good,1,51
3121,Spain,Female,7,0.0,True,False,196789.9,False,Fair,2,23
3122,Germany,Male,3,107027.52,True,False,173425.68,False,Fair,1,27
3123,France,Male,4,140720.93,True,False,36221.18,False,Good,1,29
3124,France,Male,8,80964.57,True,False,174738.2,False,Fair,2,30
3125,France,Male,6,178585.46,True,False,67131.3,True,Very Good,1,39
3126,Spain,Female,4,135889.13,True,True,165692.03,False,Good,1,26
3127,France,Male,7,134919.85,True,False,194691.95,False,Fair,1,43
3128,Germany,Male,8,115130.34,False,False,129525.5,True,Very Good,1,33
3129,Spain,Female,6,138190.13,False,True,146511.2,False,Exceptional,2,34
3130,Germany,Male,9,131519.49,True,True,51752.18,False,Fair,2,37
3131,Spain,Female,5,0.0,True,False,35418.69,True,Very Good,1,56
3132,Germany,Female,3,126935.98,False,True,57995.74,False,Fair,2,39
3133,France,Male,4,133707.09,True,True,108152.75,False,Fair,1,39
3134,France,Female,1,97893.2,True,False,166144.98,False,Good,1,27
3135,France,Male,5,127900.03,True,False,101737.8,False,Good,1,34
3136,France,Male,10,143835.47,False,True,33326.71,False,Good,1,37
3137,France,Male,0,0.0,True,True,81140.09,False,Fair,2,44
3138,France,Male,10,0.0,True,False,140173.17,True,Fair,1,48
3139,France,Male,2,0.0,True,True,166513.49,True,Very Good,1,60
3140,France,Female,3,129596.77,True,True,103232.6,False,Fair,1,40
3141,Spain,Male,4,0.0,True,False,120736.04,False,Fair,2,30
3142,Germany,Female,2,110407.44,False,False,15832.43,True,Good,2,24
3143,France,Female,7,0.0,False,True,188772.45,False,Good,2,76
3144,Germany,Female,8,142015.76,True,False,114323.66,False,Fair,2,41
3145,Spain,Male,1,81370.07,False,True,181534.04,False,Fair,1,55
3146,Germany,Female,2,69329.47,False,False,102640.52,True,Poor,1,48
3147,France,Female,8,116755.5,True,True,158585.17,True,Poor,2,28
3148,Spain,Male,6,83870.33,True,False,178722.24,False,Very Good,1,44
3149,France,Female,6,130694.89,True,True,153955.38,True,Fair,2,39
3150,Spain,Female,8,117451.47,True,False,65374.86,False,Fair,1,34
3151,Germany,Female,9,206868.78,False,True,102986.15,False,Poor,2,35
3152,France,Female,3,111695.62,False,False,136643.84,False,Good,1,39
3153,France,Female,9,137285.26,True,False,77063.63,True,Fair,4,40
3154,France,Female,6,149218.39,True,True,9633.01,False,Good,1,29
3155,France,Male,7,0.0,False,True,43496.36,False,Fair,2,51
3156,Spain,Male,7,0.0,True,True,24267.28,False,Fair,2,32
3157,Germany,Female,8,130701.29,True,False,59354.24,True,Good,1,41
3158,Spain,Male,5,0.0,False,False,28269.86,False,Poor,2,34
3159,France,Female,3,167949.48,True,False,143162.34,False,Fair,1,31
3160,France,Male,4,131254.81,True,False,20199.3,False,Exceptional,1,23
3161,France,Male,5,0.0,True,True,48606.92,False,Fair,2,28
3162,Spain,Male,9,0.0,False,True,89013.67,False,Poor,2,34
3163,Spain,Male,7,86656.13,False,True,59890.29,False,Fair,1,34
3164,Germany,Female,8,114737.26,True,True,106655.88,True,Fair,1,37
3165,France,Female,5,0.0,True,False,156439.56,False,Fair,2,38
3166,France,Female,6,0.0,True,False,24176.44,False,Fair,1,39
3167,Germany,Male,4,119817.33,False,True,43507.1,True,Poor,1,62
3168,France,Female,7,130806.99,True,True,132005.85,True,Fair,2,48
3169,France,Female,0,0.0,True,True,80496.71,True,Good,1,49
3170,Spain,Male,5,0.0,True,False,88947.56,False,Good,2,40
3171,Germany,Female,2,80931.75,False,False,12639.67,True,Exceptional,1,35
3172,France,Female,3,0.0,True,True,94248.16,True,Exceptional,3,56
3173,Germany,Male,1,132178.67,False,False,11865.76,False,Fair,1,32
3174,France,Female,3,0.0,True,False,141449.86,False,Poor,2,27
3175,Spain,Male,6,0.0,True,True,149457.81,False,Poor,2,43
3176,France,Female,7,164769.02,True,False,119814.25,True,Fair,3,35
3177,Germany,Male,1,107233.85,True,False,24924.92,False,Good,2,29
3178,France,Female,7,176227.07,False,True,139481.53,False,Poor,2,27
3179,France,Female,4,109949.39,True,True,41268.65,False,Poor,2,39
3180,France,Female,5,0.0,True,True,1351.41,False,Poor,2,34
3181,France,Female,10,117738.81,True,False,147489.76,True,Good,1,60
3182,Spain,Female,9,133292.45,True,False,111175.09,False,Poor,1,37
3183,France,Female,1,160474.59,True,True,95963.14,False,Fair,1,43
3184,France,Male,6,0.0,True,False,43128.95,False,Fair,2,43
3185,Germany,Male,9,154393.43,True,True,137674.96,True,Fair,1,55
3186,Germany,Female,9,110827.49,True,True,153383.54,True,Fair,1,45
3187,Germany,Female,10,145750.45,True,True,96660.76,False,Fair,2,36
3188,Spain,Female,8,109044.3,False,True,115818.16,False,Poor,1,45
3189,France,Female,4,75170.54,True,True,37898.5,False,Exceptional,1,32
3190,France,Female,2,0.0,True,False,145222.93,False,Good,2,42
3191,France,Female,6,105795.9,True,True,41219.09,False,Fair,1,28
3192,France,Male,5,0.0,True,False,59249.83,False,Fair,2,32
3193,Spain,Male,8,0.0,True,True,116747.62,False,Poor,2,66
3194,France,Female,1,0.0,True,False,116249.72,True,Fair,1,49
3195,France,Female,3,118097.87,True,False,61257.83,False,Good,1,26
3196,Germany,Male,0,172693.54,False,False,141798.98,False,Good,1,29
3197,France,Male,4,129440.3,True,False,102638.35,False,Fair,2,36
3198,Spain,Male,4,0.0,False,False,13210.56,False,Fair,2,36
3199,France,Male,1,96471.2,True,False,35550.97,False,Poor,1,23
3200,France,Female,1,0.0,True,True,104469.06,True,Poor,1,46
3201,Spain,Male,4,140197.18,True,True,142935.83,False,Fair,1,24
3202,France,Male,6,0.0,True,False,195486.28,False,Good,2,20
3203,France,Female,4,135946.26,True,False,63170.0,False,Poor,1,33
3204,France,Male,3,0.0,True,True,58320.06,False,Good,2,69
3205,Germany,Male,3,81290.02,False,True,177747.03,True,Poor,3,50
3206,France,Female,8,0.0,True,False,19632.64,True,Exceptional,1,42
3207,Germany,Male,9,113715.36,True,False,18424.24,True,Poor,1,60
3208,Spain,Male,2,168883.08,False,True,18897.78,False,Fair,1,56
3209,Germany,Male,8,143421.74,True,False,97879.02,False,Fair,1,36
3210,France,Male,7,153644.39,True,True,63197.88,False,Poor,1,26
3211,Spain,Female,1,109330.06,True,True,75860.01,False,Fair,1,53
3212,Germany,Female,1,115095.88,False,False,78622.46,False,Good,2,27
3213,France,Male,10,0.0,True,True,23598.23,True,Fair,1,35
3214,Spain,Male,1,183276.32,True,True,13460.27,False,Exceptional,1,46
3215,France,Male,9,68193.72,True,False,19998.31,False,Poor,1,33
3216,France,Female,8,0.0,False,False,185075.63,False,Good,2,32
3217,Germany,Male,6,139729.54,False,True,135815.38,False,Poor,1,31
3218,Spain,Female,4,98365.33,True,True,44251.33,False,Fair,1,56
3219,France,Male,10,0.0,True,False,136349.55,False,Fair,2,36
3220,Germany,Female,10,122453.97,True,True,52693.99,False,Poor,2,37
3221,Germany,Male,7,132174.41,False,False,93767.03,False,Poor,2,30
3222,Spain,Female,2,0.0,False,True,197866.55,False,Poor,2,24
3223,France,Male,1,0.0,True,False,126812.85,False,Poor,2,30
3224,Spain,Male,2,104349.45,False,False,79503.05,False,Very Good,1,39
3225,Germany,Female,2,138881.04,True,False,129936.53,True,Fair,1,41
3226,Germany,Female,0,116968.91,False,False,175094.62,False,Exceptional,1,32
3227,Germany,Male,1,105346.03,True,True,130379.5,False,Fair,2,35
3228,France,Male,9,136623.19,True,False,153228.0,False,Good,1,26
3229,France,Female,10,0.0,True,True,111285.85,False,Fair,2,29
3230,France,Female,5,0.0,True,False,49553.38,True,Fair,1,66
3231,France,Female,6,0.0,True,True,98015.85,False,Good,2,33
3232,France,Male,6,124445.52,True,False,88481.32,False,Fair,1,36
3233,France,Female,5,68999.66,True,True,66879.27,False,Poor,2,34
3234,Spain,Male,6,85768.42,True,True,24802.77,False,Fair,1,36
3235,France,Male,1,0.0,True,False,21312.16,True,Poor,1,47
3236,Spain,Male,9,100628.0,True,True,190263.78,False,Good,2,34
3237,Spain,Female,0,0.0,True,True,72873.33,False,Good,1,32
3238,Spain,Male,7,0.0,False,True,57764.65,False,Exceptional,2,38
3239,France,Male,6,0.0,True,False,110273.84,True,Good,1,54
3240,Spain,Female,6,0.0,True,False,55500.17,False,Very Good,2,19
3241,France,Male,0,125647.36,True,False,57541.08,True,Fair,1,50
3242,Germany,Female,8,100375.39,True,True,90384.26,False,Fair,1,31
3243,France,Female,10,0.0,False,False,120694.35,False,Poor,1,36
3244,France,Male,7,171922.72,False,True,178028.96,False,Exceptional,1,24
3245,Germany,Female,2,146810.99,True,True,180990.29,False,Fair,2,32
3246,Germany,Female,3,109032.23,False,True,155407.21,True,Poor,1,45
3247,France,Male,6,0.0,True,False,33676.48,True,Fair,1,57
3248,Spain,Male,7,0.0,True,False,89666.28,False,Very Good,1,25
3249,France,Male,5,128653.59,True,False,127558.26,False,Poor,1,35
3250,France,Male,3,80387.81,False,True,77272.62,False,Good,1,37
3251,France,Male,8,0.0,False,True,107665.68,True,Fair,2,58
3252,Germany,Male,0,108508.82,True,False,184044.8,True,Exceptional,3,43
3253,France,Male,10,155978.17,True,False,91510.71,False,Fair,1,31
3254,France,Female,5,0.0,True,True,87363.56,False,Fair,1,38
3255,Germany,Male,4,121175.56,True,False,117505.07,True,Poor,1,50
3256,France,Female,4,89349.47,False,False,180626.68,False,Poor,2,29
3257,Spain,Male,7,86131.71,False,False,93478.96,False,Good,2,38
3258,France,Female,3,102346.86,True,True,114672.64,False,Good,1,58
3259,Germany,Female,7,121263.62,True,True,13387.88,False,Good,1,36
3260,France,Male,2,0.0,True,False,173240.52,False,Exceptional,2,31
3261,Spain,Female,2,0.0,False,False,27557.18,True,Good,1,33
3262,France,Male,3,0.0,True,True,5552.37,False,Fair,2,51
3263,Germany,Male,6,149726.08,False,False,88307.87,True,Poor,1,48
3264,France,Male,2,0.0,True,False,33879.26,True,Poor,2,43
3265,France,Male,5,161274.05,True,False,181429.87,False,Good,2,35
3266,France,Female,2,0.0,True,False,102655.31,False,Poor,2,33
3267,Spain,Male,1,103138.17,True,True,96555.42,False,Poor,1,30
3268,Germany,Female,3,109628.44,True,False,189366.03,False,Good,1,40
3269,France,Male,5,0.0,True,False,12847.61,True,Good,1,54
3270,Germany,Male,7,97286.16,True,False,143433.33,False,Fair,2,33
3271,France,Female,7,118004.26,True,False,183983.82,False,Exceptional,1,33
3272,Spain,Male,9,85534.83,False,False,169137.24,False,Fair,1,32
3273,France,Female,4,0.0,True,True,163365.85,True,Good,1,59
3274,Spain,Female,4,95140.44,True,False,123181.44,True,Poor,2,43
3275,France,Female,6,0.0,True,True,16447.6,True,Fair,1,31
3276,France,Male,3,0.0,False,True,173948.4,False,Fair,2,25
3277,Germany,Female,1,75900.84,True,True,192154.66,False,Very Good,1,54
3278,France,Female,2,126619.27,True,False,198224.38,False,Very Good,1,41
3279,France,Male,7,111833.47,True,False,67202.74,False,Fair,1,44
3280,Spain,Male,7,0.0,True,False,68789.93,False,Fair,2,37
3281,France,Female,3,238387.56,False,True,147964.99,True,Fair,1,57
3282,France,Female,2,108698.96,True,True,161069.73,False,Very Good,2,32
3283,France,Female,2,112687.69,True,True,127749.61,False,Fair,1,39
3284,Germany,Female,4,81556.89,True,False,191914.37,False,Fair,2,48
3285,France,Male,9,136596.85,True,True,185791.9,False,Exceptional,1,48
3286,Germany,Female,9,98807.45,False,False,184570.04,True,Good,1,43
3287,France,Female,1,0.0,False,True,130446.65,False,Good,2,31
3288,France,Male,1,0.0,True,True,82867.55,False,Good,2,37
3289,France,Female,6,107499.7,True,True,187632.22,False,Fair,1,30
3290,Spain,Female,8,0.0,True,False,56759.79,False,Very Good,2,23
3291,France,Female,9,0.0,True,False,34180.33,False,Good,2,30
3292,France,Female,8,0.0,True,True,158545.25,False,Good,2,28
3293,France,Female,1,176024.05,True,False,182337.98,False,Poor,2,41
3294,France,Female,3,0.0,True,True,84175.34,False,Very Good,2,39
3295,Germany,Male,0,127631.62,False,True,22197.8,True,Poor,1,39
3296,Spain,Female,9,0.0,True,False,189641.11,False,Very Good,1,19
3297,Germany,Female,10,109819.16,True,False,154491.39,False,Poor,2,26
3298,Spain,Female,2,138734.94,True,False,90020.74,False,Fair,1,41
3299,Germany,Male,10,111363.1,True,False,197264.35,False,Poor,2,25
3300,France,Male,9,0.0,True,True,31933.06,False,Exceptional,2,34
3301,Germany,Male,0,143988.0,True,False,8755.69,True,Good,2,28
3302,France,Male,5,118838.75,True,True,52820.13,False,Fair,1,34
3303,Spain,Male,4,161637.75,True,True,20008.46,False,Fair,1,35
3304,France,Female,3,133793.89,True,True,34607.14,True,Fair,1,44
3305,Germany,Male,8,71553.83,True,False,177384.45,False,Fair,1,35
3306,France,Female,8,0.0,True,True,165702.64,False,Very Good,1,62
3307,France,Female,3,0.0,True,False,167889.1,False,Fair,2,40
3308,France,Female,7,0.0,True,True,133122.62,False,Poor,2,38
3309,France,Female,10,64667.95,False,True,140454.14,False,Exceptional,2,62
3310,France,Female,2,121164.11,True,True,59938.81,False,Poor,1,28
3311,Spain,Male,3,0.0,True,False,12016.79,False,Poor,2,50
3312,Spain,Male,3,98903.06,True,True,81251.24,False,Poor,1,72
3313,France,Female,7,104158.84,True,False,134169.85,False,Fair,1,31
3314,France,Male,6,0.0,True,True,94888.6,False,Good,2,54
3315,Spain,Female,3,139529.93,True,True,175696.16,True,Fair,2,63
3316,France,Female,6,0.0,False,True,96758.58,False,Poor,2,25
3317,France,Male,5,64646.7,True,False,128019.48,True,Fair,1,53
3318,France,Male,3,0.0,True,True,146895.36,True,Very Good,2,71
3319,France,Female,6,0.0,True,True,139356.3,False,Fair,2,40
3320,France,Male,1,118894.22,False,False,2923.61,False,Poor,1,35
3321,France,Male,2,0.0,False,True,121232.51,False,Good,1,24
3322,France,Male,9,0.0,True,True,2053.42,False,Good,2,30
3323,France,Female,8,68213.99,True,True,6382.46,False,Fair,1,41
3324,Spain,Female,1,0.0,True,False,158750.13,False,Poor,2,31
3325,Spain,Male,8,139196.0,False,True,74028.36,False,Exceptional,1,47
3326,France,Female,7,0.0,True,True,44099.75,False,Poor,2,32
3327,Germany,Male,4,126345.55,False,True,17323.0,True,Fair,1,50
3328,Spain,Male,5,0.0,True,True,175043.69,False,Exceptional,2,40
3329,France,Female,2,0.0,True,False,146388.85,True,Poor,1,38
3330,France,Female,3,0.0,False,False,2465.8,False,Exceptional,2,43
3331,France,Male,4,0.0,True,True,47799.15,False,Good,2,18
3332,France,Male,5,129278.43,False,False,165562.84,False,Exceptional,1,34
3333,France,Male,3,119558.35,False,False,72927.68,False,Good,1,31
3334,Germany,Female,5,92467.58,True,False,38270.47,False,Fair,1,41
3335,France,Male,5,0.0,False,False,120893.07,False,Good,2,27
3336,Spain,Female,6,0.0,True,False,188377.21,False,Fair,2,31
3337,Spain,Male,10,0.0,True,False,55902.93,False,Good,2,36
3338,Spain,Male,4,99340.83,False,False,4523.74,True,Poor,1,56
3339,Spain,Female,3,0.0,True,True,102195.16,False,Good,2,24
3340,Spain,Female,4,126833.79,True,False,60843.09,True,Fair,2,28
3341,Germany,Male,5,109676.52,True,True,25548.47,False,Good,1,29
3342,France,Female,3,0.0,False,True,134462.29,False,Good,1,29
3343,Germany,Male,6,134729.99,True,True,132702.64,False,Good,2,53
3344,France,Male,3,98431.37,False,False,75698.44,False,Poor,1,37
3345,Germany,Male,8,130368.31,True,False,105642.43,False,Poor,2,33
3346,France,Female,7,123974.96,True,False,102153.75,False,Fair,1,31
3347,France,Male,4,138082.16,False,True,166677.54,False,Good,1,63
3348,France,Male,1,129855.32,False,False,24218.65,False,Good,1,45
3349,France,Male,6,132308.22,False,False,117122.5,False,Exceptional,1,40
3350,Germany,Female,5,155447.65,True,False,51871.95,True,Fair,2,45
3351,Spain,Male,2,124268.64,False,True,84321.03,False,Good,2,35
3352,Germany,Female,9,176311.36,True,False,160213.27,False,Poor,1,34
3353,France,Male,2,99886.42,True,True,88695.19,False,Fair,2,40
3354,France,Female,7,0.0,True,True,6123.15,False,Poor,2,31
3355,France,Female,2,0.0,False,True,167749.54,False,Good,2,36
3356,Germany,Male,5,85089.3,True,True,71638.0,False,Fair,1,24
3357,Germany,Male,10,134318.21,True,True,198064.52,False,Good,2,41
3358,Germany,Male,5,75395.53,False,True,54914.92,False,Fair,2,29
3359,Germany,Female,5,116765.7,False,False,190659.17,True,Good,1,33
3360,Spain,Male,4,0.0,True,True,51637.67,False,Good,1,60
3361,France,Male,7,111501.66,True,True,119333.38,False,Exceptional,1,38
3362,Germany,Female,7,76595.08,False,False,127095.14,False,Fair,2,48
3363,France,Female,9,160541.36,False,False,93541.14,False,Very Good,2,33
3364,Germany,Male,2,129728.6,True,False,89289.54,False,Very Good,1,38
3365,France,Male,1,0.0,False,False,108762.16,False,Good,2,47
3366,Spain,Female,5,130929.02,True,True,28238.25,True,Good,4,34
3367,Germany,Female,2,116800.25,True,True,34130.43,False,Fair,1,74
3368,Germany,Male,0,101016.53,False,True,7926.35,True,Fair,1,40
3369,France,Male,5,0.0,True,True,27330.27,False,Fair,2,67
3370,France,Female,8,190566.65,True,True,79997.14,False,Good,1,33
3371,Spain,Female,6,0.0,True,False,50213.81,True,Good,1,47
3372,Germany,Female,6,97067.69,False,True,60920.03,True,Very Good,1,43
3373,France,Female,4,92208.54,False,True,197699.8,True,Fair,1,37
3374,France,Male,2,186347.97,True,False,92809.73,False,Fair,2,37
3375,Spain,Male,2,103176.62,False,True,163516.16,False,Good,1,55
3376,France,Female,4,0.0,True,True,62449.07,True,Very Good,1,58
3377,Germany,Female,4,77270.08,True,True,115800.1,True,Fair,2,40
3378,Germany,Female,3,111911.63,True,True,110359.68,True,Fair,1,37
3379,Germany,Male,5,94216.05,True,True,78695.68,False,Poor,1,72
3380,Spain,Female,7,0.0,True,True,128378.04,False,Exceptional,2,45
3381,Spain,Female,3,0.0,True,False,155248.62,False,Fair,2,26
3382,France,Male,6,106770.82,True,False,123499.27,False,Good,1,49
3383,Germany,Female,5,138089.97,True,True,99920.41,False,Fair,2,72
3384,Germany,Male,9,133191.19,False,True,53289.49,False,Good,2,39
3385,France,Female,9,0.0,True,True,67622.34,False,Very Good,2,66
3386,France,Male,7,74135.85,True,True,11783.1,True,Good,1,41
3387,Spain,Male,6,99208.46,True,False,62402.38,False,Very Good,2,41
3388,Germany,Male,8,92242.34,True,True,186235.98,False,Poor,1,84
3389,Germany,Male,7,108380.72,True,True,79005.95,False,Fair,1,25
3390,Spain,Female,4,91893.32,True,False,144870.28,True,Poor,1,55
3391,France,Female,7,85757.93,True,True,95481.0,False,Good,1,32
